id,req_type,reciever_DT_ID,API_ID,value,created
75,GET,None,2,11.0,2023-08-24 01:20:08
76,GET,None,2,11.0,2023-08-24 01:20:08
77,GET,None,2,18.0,2023-08-24 01:20:09
78,GET,None,2,12.0,2023-08-24 01:20:09
79,GET,None,2,11.0,2023-08-24 01:20:09
80,GET,None,2,3.0,2023-08-24 01:20:09
81,GET,None,2,4.0,2023-08-24 01:20:09
82,GET,None,2,12.0,2023-08-24 01:20:09
83,GET,None,2,13.0,2023-08-24 01:20:10
84,GET,None,2,5.0,2023-08-24 01:20:10
85,GET,None,2,17.0,2023-08-24 01:20:10
86,GET,None,2,10.0,2023-08-24 01:20:10
87,GET,None,2,14.0,2023-08-24 01:20:10
88,GET,None,2,15.0,2023-08-24 01:20:10
89,GET,None,2,10.0,2023-08-24 01:20:10
90,POST,2,3,11.0,2023-08-24 01:20:10
91,GET,None,2,12.0,2023-08-24 01:20:11
92,GET,None,2,11.0,2023-08-24 01:20:11
93,GET,None,2,12.0,2023-08-24 01:20:11
94,GET,None,2,6.0,2023-08-24 01:20:11
95,POST,2,3,3.0,2023-08-24 01:20:12
96,GET,None,2,2.0,2023-08-24 01:20:12
97,GET,None,2,2.0,2023-08-24 01:20:13
98,GET,None,2,2.0,2023-08-24 01:20:15
99,GET,None,2,10.0,2023-08-24 01:20:15
100,GET,None,2,2.0,2023-08-24 01:20:17
101,GET,None,2,13.0,2023-08-24 01:20:19
102,GET,None,2,12.0,2023-08-24 01:20:23
103,POST,2,3,11.0,2023-08-24 01:20:25
104,POST,2,3,11.0,2023-08-24 01:20:28
105,GET,None,2,12.0,2023-08-24 01:20:32
106,GET,None,2,5.0,2023-08-24 01:20:38
107,POST,2,3,3.0,2023-08-24 01:20:44
108,POST,2,3,15.0,2023-08-24 01:20:47
109,POST,2,3,15.0,2023-08-24 01:21:01
110,POST,2,3,6.0,2023-08-24 01:21:05
111,POST,2,3,20.0,2023-08-24 01:21:21
112,POST,2,3,4.0,2023-08-24 01:21:25
113,POST,2,3,15.0,2023-08-24 01:21:38
114,POST,2,3,6.0,2023-08-24 01:21:41
115,POST,2,3,12.0,2023-08-24 01:21:56
116,POST,2,3,7.0,2023-08-24 01:21:58
117,POST,2,3,3.0,2023-08-24 01:22:17
118,POST,2,3,11.0,2023-08-24 01:22:21
119,POST,2,3,2.0,2023-08-24 01:22:42
120,POST,2,3,10.0,2023-08-24 01:22:46
121,POST,2,3,11.0,2023-08-24 01:23:02
122,POST,2,3,12.0,2023-08-24 01:23:04
123,POST,2,3,4.0,2023-08-24 01:23:19
124,POST,2,3,3.0,2023-08-24 01:23:22
125,POST,2,3,2.0,2023-08-24 01:23:38
126,POST,2,3,4.0,2023-08-24 01:23:40
127,POST,2,3,13.0,2023-08-24 01:23:52
128,POST,2,3,2.0,2023-08-24 01:23:55
129,POST,2,3,10.0,2023-08-24 01:24:12
130,POST,2,3,6.0,2023-08-24 01:24:16
131,POST,2,3,2.0,2023-08-24 01:24:30
132,POST,2,3,11.0,2023-08-24 01:24:33
